S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
1,ACLBSL,-,908.00,937.00,908.00,931.00,931.00,0.00,0.00,922.12,639.00,920.00,"589,233.10",27,11.00,29.00,1.20,3.19,0.95,"1,033.79","1,041.34","1,284.90",900.00
2,ADBL,-,294.80,295.00,292.10,293.00,293.00,0.00,0.00,294.01,"17,448.00",292.00,"5,129,810.80",136,1.00,2.90,0.34,0.99,-0.34,312.38,304.00,344.90,272.30
3,ADBLD83,-,"1,092.10","1,092.10","1,092.10","1,092.00","1,092.00",0.00,0.00,"1,092.06",25.00,"1,107.00","27,301.60",2,-15.00,0.00,-1.36,0.00,-0.01,"1,100.64","1,102.27","1,160.00","1,046.00"
4,AHL,-,540.00,561.00,532.00,560.00,560.00,0.00,0.00,549.96,"14,572.00",533.30,"8,013,960.10",187,26.70,29.00,5.01,5.45,1.79,619.47,643.13,891.00,532.00
5,AHPC,-,260.90,261.60,258.00,260.50,260.50,0.00,0.00,260.33,"63,265.00",259.00,"16,469,471.60",311,1.50,3.60,0.58,1.40,0.07,286.71,284.02,334.00,242.00
6,AKJCL,-,190.10,193.50,190.00,192.60,192.60,0.00,0.00,192.31,"89,437.00",190.80,"17,199,884.30",228,1.80,3.50,0.94,1.84,0.15,198.51,201.32,233.50,172.90
7,AKPL,-,243.00,247.00,242.00,244.90,244.90,0.00,0.00,244.93,"87,311.00",242.50,"21,385,496.90",228,2.40,5.00,0.99,2.07,-0.01,254.49,251.60,306.50,216.10
8,ALBSL,-,"1,197.60","1,231.90","1,197.60","1,224.00","1,224.00",0.00,0.00,"1,219.43","21,836.00","1,222.00","26,627,505.90",229,2.00,34.30,0.16,2.86,0.37,997.48,938.01,"1,237.90",771.00
9,ALICL,-,461.90,467.00,460.40,466.00,466.00,0.00,0.00,463.70,"26,018.00",461.90,"12,064,440.60",178,4.10,6.60,0.89,1.43,0.49,482.65,549.48,831.00,430.00
10,ANLB,-,"6,025.00","6,085.00","6,000.00","6,083.90","6,083.90",0.00,0.00,"6,013.17",238.00,"6,082.00","1,431,135.30",21,1.90,85.00,0.03,1.42,1.16,"5,970.37","5,749.88","6,800.00","4,673.00"
11,API,-,283.00,285.00,281.20,284.00,284.00,0.00,0.00,283.89,"79,148.00",281.20,"22,469,560.00",293,2.80,3.80,1.00,1.35,0.04,290.54,290.19,335.00,256.30
12,AVYAN,-,917.10,941.00,917.10,941.00,941.00,0.00,0.00,928.23,"3,154.00",928.80,"2,927,646.30",66,12.20,23.90,1.31,2.61,1.36,"1,016.45","1,021.55","1,306.80",906.00
13,BANDIPUR,-,820.00,898.70,820.00,898.70,898.70,0.00,0.00,860.64,"242,983.00",817.00,"209,121,356.90","4,441",81.70,78.70,10.00,9.60,4.23,0.00,0.00,898.70,285.00
14,BARUN,-,313.00,318.00,313.00,318.00,318.00,0.00,0.00,316.41,"69,500.00",313.70,"21,990,557.30",312,4.30,5.00,1.37,1.60,0.50,355.68,403.43,589.00,292.10
15,BBC,-,"4,766.00","4,860.00","4,766.00","4,848.00","4,848.00",0.00,0.00,"4,812.54",332.00,"4,839.00","1,597,763.10",26,9.00,94.00,0.19,1.97,0.73,"5,145.27","5,340.92","6,661.60","4,480.00"
16,BEDC,-,539.00,547.00,530.00,532.00,532.00,0.00,0.00,537.90,"24,030.00",532.00,"12,925,654.80",206,0.00,17.00,0.00,3.21,-1.11,641.72,678.28,"1,080.00",501.00
17,BFC,-,459.80,459.80,451.60,457.00,457.00,0.00,0.00,455.04,"24,278.00",452.00,"11,047,396.20",123,5.00,8.20,1.11,1.82,0.43,482.28,493.27,745.80,411.50
18,BGWT,-,763.00,775.00,760.00,775.00,775.00,0.00,0.00,765.14,"4,934.00",760.00,"3,775,216.70",51,15.00,15.00,1.97,1.97,1.27,857.55,896.20,"1,241.00",750.00
19,BHCL,-,520.00,547.70,516.10,546.00,546.00,0.00,0.00,535.22,"196,474.00",515.00,"105,157,283.40","2,222",31.00,31.60,6.02,6.12,1.97,0.00,0.00,625.70,292.10
20,BHDC,-,470.00,479.20,470.00,477.90,477.90,0.00,0.00,474.37,"67,331.00",472.00,"31,940,021.60",314,5.90,9.20,1.25,1.96,0.74,530.70,528.04,760.20,426.00
21,BHL,-,177.90,178.20,175.50,177.50,177.50,0.00,0.00,176.74,"58,747.00",177.00,"10,382,858.00",320,0.50,2.70,0.28,1.54,0.43,193.63,211.36,405.00,164.00
22,BHPL,-,518.10,570.70,518.10,570.70,570.70,0.00,0.00,552.46,"171,894.00",518.90,"94,964,125.00","1,036",51.80,52.60,9.98,10.15,3.20,706.50,797.74,"1,308.40",503.10
23,BNHC,-,442.10,470.00,442.10,465.00,465.00,0.00,0.00,456.91,"26,135.00",443.00,"11,941,244.50",211,22.00,27.90,4.97,6.31,1.74,478.03,488.76,608.00,393.00
24,BNL,-,"16,000.00","16,000.00","16,000.00","16,000.00","16,000.00",0.00,0.00,"16,000.00",10.00,"16,250.00","160,000.00",1,-250.00,0.00,-1.54,0.00,0.00,"16,895.27","16,923.91","22,500.00","14,900.00"
25,BNT,-,"12,037.00","12,037.00","12,037.00","12,037.00","12,037.00",0.00,0.00,"12,037.00",20.00,"11,801.00","240,740.00",2,236.00,0.00,2.00,0.00,0.00,"11,930.57","12,229.97","14,680.00","10,660.00"
26,BOKD86,-,"1,117.00","1,117.00","1,117.00","1,117.00","1,117.00",0.00,0.00,"1,117.00",50.00,"1,139.30","55,850.00",2,-22.30,0.00,-1.96,0.00,0.00,"1,061.13","1,045.07","1,139.30","1,005.50"
27,BPCL,-,730.00,745.00,726.80,745.00,745.00,0.00,0.00,738.22,"88,085.00",729.70,"65,026,150.70",320,15.30,18.20,2.10,2.50,0.91,791.76,693.99,"1,065.00",379.20
28,BUNGAL,-,645.00,695.00,640.20,694.00,694.00,0.00,0.00,668.72,"103,420.00",640.00,"69,159,198.20","1,442",54.00,54.80,8.44,8.56,3.64,0.00,0.00,695.00,302.40
29,C30MF,-,9.35,9.73,9.35,9.73,9.73,0.00,0.00,9.63,"18,400.00",9.54,"177,213.00",9,0.19,0.38,1.99,4.06,1.02,9.56,9.49,10.71,8.65
30,CBBL,-,916.00,919.00,900.00,910.90,910.90,0.00,0.00,909.43,"24,298.00",916.00,"22,097,340.10",289,-5.10,19.00,-0.56,2.11,0.16,"1,009.50",959.48,"1,144.80",821.50
31,CBLD88,-,"1,220.00","1,223.00","1,220.00","1,223.00","1,223.00",0.00,0.00,"1,221.50",50.00,"1,240.00","61,075.00",2,-17.00,3.00,-1.37,0.25,0.12,"1,173.32","1,162.79","1,265.00","1,104.50"
32,CFCL,-,475.00,475.00,470.00,475.00,475.00,0.00,0.00,473.08,"5,931.00",471.30,"2,805,824.80",56,3.70,5.00,0.79,1.06,0.40,502.43,518.55,701.00,445.10
33,CGH,-,850.00,869.20,850.00,860.00,860.00,0.00,0.00,862.76,"13,193.00",855.00,"11,382,355.30",127,5.00,19.20,0.58,2.26,-0.32,937.16,919.29,"1,150.00",800.20
34,CHCL,-,473.90,473.90,468.00,470.20,470.20,0.00,0.00,469.98,"23,284.00",470.50,"10,942,964.80",168,-0.30,5.90,-0.06,1.26,0.05,509.49,505.96,599.60,456.00
35,CHDC,-,"2,250.00","2,265.00","2,223.30","2,246.50","2,246.50",0.00,0.00,"2,246.61","21,715.00","2,230.00","48,785,107.50",205,16.50,41.70,0.74,1.88,0.00,"2,455.69","2,472.70","2,997.90","1,560.00"
36,CHL,-,253.00,259.20,252.20,257.00,257.00,0.00,0.00,256.09,"27,681.00",254.20,"7,088,929.70",164,2.80,7.00,1.10,2.78,0.35,280.72,325.34,599.70,223.40
37,CIT,-,"1,781.00","1,809.00","1,770.50","1,770.50","1,770.50",0.00,0.00,"1,780.70","14,342.00","1,753.14","25,538,864.40",459,17.36,38.50,0.99,2.17,-0.58,"1,895.92","1,909.07","2,200.00","1,730.80"
38,CITY,-,468.00,475.80,465.50,472.30,472.30,0.00,0.00,472.49,"13,451.00",468.80,"6,355,496.00",142,3.50,10.30,0.75,2.21,-0.04,648.94,715.80,998.40,464.00
39,CKHL,-,645.90,671.00,645.90,663.90,663.90,0.00,0.00,659.09,"4,900.00",659.00,"3,229,560.30",90,4.90,25.10,0.74,3.89,0.72,643.10,656.21,910.00,550.00
40,CLI,-,464.80,468.00,461.40,467.00,467.00,0.00,0.00,464.93,"32,647.00",464.80,"15,178,535.70",441,2.20,6.60,0.47,1.43,0.44,475.37,479.34,774.90,411.00
41,CMF2,-,9.38,9.43,9.31,9.32,9.32,0.00,0.00,9.35,"1,425.00",9.25,"13,323.00",6,0.07,0.12,0.76,1.29,-0.32,9.51,9.49,10.86,8.64
42,CORBL,-,"1,565.10","1,599.90","1,565.10","1,590.00","1,590.00",0.00,0.00,"1,583.58","3,421.00","1,587.00","5,417,417.70",76,3.00,34.80,0.19,2.22,0.40,"1,916.32","2,003.08","2,842.30","1,431.00"
43,CREST,-,"1,220.00","1,275.00","1,215.00","1,274.00","1,274.00",0.00,0.00,"1,257.98","36,693.00","1,225.00","46,159,073.90",689,49.00,60.00,4.00,4.94,1.26,"1,273.23",0.00,"2,458.20",302.50
44,CYCL,-,"1,550.00","1,569.00","1,519.00","1,540.00","1,540.00",0.00,0.00,"1,530.52","6,210.00","1,570.00","9,504,547.40",116,-30.00,50.00,-1.91,3.29,0.62,"1,642.06","1,636.28","2,040.00","1,462.00"
45,CZBIL,-,192.60,200.00,192.60,200.00,200.00,0.00,0.00,197.46,"68,934.00",196.50,"13,611,433.60",188,3.50,7.40,1.78,3.84,1.27,205.98,206.56,240.10,183.00
46,DDBL,-,797.40,802.90,797.20,802.90,802.90,0.00,0.00,798.38,"6,216.00",797.40,"4,962,714.60",71,5.50,5.70,0.69,0.72,0.56,865.43,839.62,"1,010.00",759.00
47,DHEL,-,620.00,666.00,605.00,666.00,666.00,0.00,0.00,635.35,"194,735.00",608.00,"123,725,328.70","2,493",58.00,61.00,9.54,10.08,4.60,0.00,0.00,666.00,402.20
48,DHPL,-,283.70,299.50,283.70,290.10,290.10,0.00,0.00,291.04,"11,788.00",289.00,"3,430,815.00",64,1.10,15.80,0.38,5.57,-0.33,307.42,325.42,427.20,265.00
49,DLBS,-,"1,290.00","1,339.80","1,290.00","1,339.80","1,339.80",0.00,0.00,"1,310.73",487.00,"1,315.00","638,325.20",32,24.80,49.80,1.89,3.86,2.17,"1,421.16","1,446.00","2,250.00","1,240.00"
50,DOLTI,-,500.00,517.80,500.00,513.30,513.30,0.00,0.00,509.39,"7,932.00",508.00,"4,040,484.20",116,5.30,17.80,1.04,3.56,0.76,547.67,571.08,"1,017.00",470.60
51,DORDI,-,253.80,255.30,250.00,255.00,255.00,0.00,0.00,253.98,"49,131.00",251.50,"12,478,473.80",253,3.50,5.30,1.39,2.12,0.40,275.60,311.46,696.00,213.10
52,EBL,-,649.00,660.00,645.00,654.00,654.00,0.00,0.00,650.55,"28,075.00",650.00,"18,264,142.40",204,4.00,15.00,0.62,2.33,0.53,677.93,659.91,780.60,570.00
53,EBLD91,-,"1,110.00","1,120.00","1,110.00","1,111.00","1,111.00",0.00,0.00,"1,113.67",75.00,"1,104.00","83,525.00",3,7.00,10.00,0.63,0.90,-0.24,"1,051.78",0.00,"1,142.40",994.40
54,EBLEB89,-,"1,083.00","1,083.00","1,083.00","1,083.00","1,083.00",0.00,0.00,"1,083.00",25.00,"1,097.10","27,075.00",1,-14.10,0.00,-1.29,0.00,0.00,0.00,0.00,"1,117.90",996.10
55,EDBL,-,571.20,595.00,571.00,590.00,590.00,0.00,0.00,584.75,"10,357.00",573.00,"6,056,249.00",53,17.00,24.00,2.97,4.20,0.89,605.47,605.70,838.20,545.00
56,EHPL,-,398.80,417.00,391.00,414.00,414.00,0.00,0.00,405.82,"63,398.00",391.00,"25,728,289.60",404,23.00,26.00,5.88,6.65,1.98,512.54,553.50,937.00,385.00
57,ENL,-,887.00,918.00,887.00,905.00,905.00,0.00,0.00,905.84,"2,473.00",905.00,"2,240,139.50",37,0.00,31.00,0.00,3.49,-0.09,993.83,"1,044.57","1,452.00",866.00
58,FMDBL,-,765.20,785.00,765.20,780.00,780.00,0.00,0.00,777.89,"28,469.00",763.40,"22,145,728.30",155,16.60,19.80,2.17,2.59,0.27,833.93,807.06,"1,038.80",712.00
59,FOWAD,-,"1,077.00","1,085.00","1,071.20","1,084.00","1,084.00",0.00,0.00,"1,076.40","1,981.00","1,080.00","2,132,350.70",46,4.00,13.80,0.37,1.29,0.70,"1,131.86","1,132.18","1,350.00","1,043.80"
60,FOWADP,-,660.00,660.00,660.00,660.00,660.00,0.00,0.00,389.17,"6,000.00",660.00,"2,335,000.00",2,0.00,0.00,0.00,0.00,41.04,0.00,0.00,660.00,660.00
61,GBBD85,-,"1,110.00","1,110.00","1,110.00","1,110.00","1,110.00",0.00,0.00,"1,110.00",25.00,"1,102.00","27,750.00",1,8.00,0.00,0.73,0.00,0.00,"1,074.37","1,064.13","1,135.00","1,010.00"
62,GBBL,-,376.70,386.00,376.70,386.00,386.00,0.00,0.00,383.07,"21,370.00",379.00,"8,186,231.50",85,7.00,9.30,1.85,2.47,0.76,408.10,403.88,498.00,367.40
63,GBILD84/85,-,"1,195.00","1,200.00","1,195.00","1,200.00","1,200.00",0.00,0.00,"1,196.67","1,500.00","1,195.00","1,795,000.00",4,5.00,5.00,0.42,0.42,0.28,"1,170.40","1,163.22","1,220.00","1,104.00"
64,GBIME,-,226.10,230.00,224.90,230.00,230.00,0.00,0.00,225.96,"141,991.00",226.10,"32,084,463.80",446,3.90,5.10,1.72,2.27,1.76,240.51,235.09,278.90,210.70
65,GBIMESY2,-,8.80,9.00,8.80,8.90,8.90,0.00,0.00,8.92,"2,200.00",8.97,"19,618.00",12,-0.07,0.20,-0.78,2.27,-0.19,0.00,0.00,10.18,8.50
66,GBLBS,-,765.50,788.00,765.50,785.00,785.00,0.00,0.00,779.19,"5,380.00",775.00,"4,192,026.80",116,10.00,22.50,1.29,2.94,0.74,805.26,819.05,987.00,698.00
67,GCIL,-,406.00,439.00,406.00,435.90,435.90,0.00,0.00,429.83,"86,876.00",410.00,"37,342,115.00",694,25.90,33.00,6.32,8.13,1.39,469.04,485.20,613.00,400.00
68,GFCL,-,593.00,605.00,591.50,604.90,604.90,0.00,0.00,600.63,"46,675.00",588.00,"28,034,503.00",272,16.90,13.50,2.87,2.28,0.71,620.83,631.72,867.00,528.30
69,GHL,-,210.00,211.70,207.40,211.40,211.40,0.00,0.00,209.60,"23,391.00",209.90,"4,902,821.00",152,1.50,4.30,0.71,2.07,0.85,229.46,241.31,318.00,197.10
70,GIBF1,-,10.35,10.50,10.32,10.50,10.50,0.00,0.00,10.38,"103,400.00",10.40,"1,072,801.00",30,0.10,0.18,0.96,1.74,1.19,10.50,10.41,11.68,9.30
71,GILB,-,"1,145.00","1,159.00","1,128.00","1,150.00","1,150.00",0.00,0.00,"1,145.52","1,378.00","1,144.90","1,578,533.00",29,5.10,31.00,0.45,2.75,0.39,"1,264.78","1,258.68","1,441.60","1,117.00"
72,GLBSL,-,"1,900.10","1,975.00","1,862.10","1,937.20","1,937.20",0.00,0.00,"1,905.02","2,232.00","1,923.00","4,251,999.50",56,14.20,112.90,0.74,6.06,1.66,"2,134.25","2,340.29","3,486.00","1,862.10"
73,GLH,-,251.50,251.50,245.00,248.00,248.00,0.00,0.00,246.83,"18,032.00",246.70,"4,450,890.80",131,1.30,6.50,0.53,2.65,0.47,262.65,260.71,306.30,227.40
74,GMFBS,-,"1,483.10","1,520.00","1,480.00","1,520.00","1,520.00",0.00,0.00,"1,488.37",746.00,"1,510.00","1,110,325.90",28,10.00,40.00,0.66,2.70,2.08,"1,573.12","1,574.94","1,980.00","1,395.00"
75,GMFIL,-,445.00,460.00,445.00,460.00,460.00,0.00,0.00,455.39,"25,336.00",447.00,"11,537,694.60",141,13.00,15.00,2.91,3.37,1.00,473.97,480.18,599.50,393.10
76,GMLI,-,"1,701.00","1,751.30","1,700.00","1,750.00","1,750.00",0.00,0.00,"1,735.21","2,541.00","1,708.00","4,409,167.00",109,42.00,51.30,2.46,3.02,0.85,"1,983.02","2,132.16","2,778.00",301.00
77,GRDBL,-,"1,129.90","1,220.00","1,114.00","1,215.00","1,215.00",0.00,0.00,"1,144.81","41,185.00","1,134.00","47,148,812.60",293,81.00,106.00,7.14,9.52,5.78,"1,175.03","1,207.40","2,001.40",944.00
78,GSY,-,9.00,9.20,8.90,9.05,9.05,0.00,0.00,9.07,"9,400.00",9.01,"85,232.00",49,0.04,0.30,0.44,3.37,-0.19,9.22,9.20,10.30,8.70
79,GUFL,-,505.00,510.00,500.00,507.00,507.00,0.00,0.00,504.67,"18,594.00",505.00,"9,383,868.60",118,2.00,10.00,0.40,2.00,0.46,524.38,537.73,723.00,460.60
80,GVL,-,499.00,512.00,495.00,510.00,510.00,0.00,0.00,500.77,"38,671.00",499.00,"19,365,141.40",317,11.00,17.00,2.20,3.43,1.81,519.84,499.03,662.00,424.00
81,GWFD83,-,"1,210.00","1,210.00","1,194.00","1,195.00","1,195.00",0.00,0.00,"1,196.22",450.00,"1,201.00","538,300.00",4,-6.00,16.00,-0.50,1.34,-0.10,"1,232.68","1,227.19","1,464.80","1,090.00"
82,H8020,-,10.71,11.20,10.71,10.77,10.77,0.00,0.00,10.90,"5,160.00",10.78,"56,231.00",17,-0.01,0.49,-0.09,4.58,-1.18,11.02,10.91,12.21,9.67
83,HATHY,-,876.00,909.00,876.00,909.00,909.00,0.00,0.00,895.10,"18,990.00",879.00,"16,997,990.30",261,30.00,33.00,3.41,3.77,1.53,"1,068.63","1,142.89","1,600.00",876.00
84,HBL,-,186.30,192.00,186.30,190.80,190.80,0.00,0.00,190.03,"54,088.00",190.10,"10,278,339.60","1,915",0.70,5.70,0.37,3.06,0.40,207.14,213.50,261.00,184.00
85,HDHPC,-,175.90,177.10,174.00,177.10,177.10,0.00,0.00,175.52,"69,925.00",174.60,"12,273,207.70",256,2.50,3.10,1.43,1.78,0.89,188.29,192.76,225.90,162.00
86,HDL,-,"1,140.00","1,169.00","1,140.00","1,160.00","1,160.00",0.00,0.00,"1,158.20","71,070.00","1,144.00","82,313,324.40",782,16.00,29.00,1.40,2.54,0.16,"1,270.11","1,247.18","1,556.10","1,103.00"
87,HEI,-,500.00,507.00,500.00,506.00,506.00,0.00,0.00,502.55,"1,475.00",506.00,"741,257.90",18,0.00,7.00,0.00,1.40,0.68,541.56,556.10,710.00,458.00
88,HEIP,-,322.00,322.00,315.00,315.00,315.00,0.00,0.00,321.02,"1,421.00",327.50,"456,163.00",7,-12.50,7.00,-3.82,2.22,-1.91,352.29,357.99,485.80,308.70
89,HHL,-,321.00,327.00,319.10,327.00,327.00,0.00,0.00,323.97,"20,939.00",321.00,"6,783,591.40",155,6.00,7.90,1.87,2.48,0.93,359.35,389.93,635.00,310.70
90,HIDCL,-,255.10,258.90,255.10,258.00,258.00,0.00,0.00,257.64,"73,772.00",255.40,"19,006,973.30",245,2.60,3.80,1.02,1.49,0.14,278.85,284.42,340.00,227.00
91,HIDCLP,-,181.00,182.20,178.30,181.00,181.00,0.00,0.00,180.59,"89,620.00",179.80,"16,184,169.20",164,1.20,3.90,0.67,2.19,0.23,196.36,197.19,239.00,153.90
92,HIMSTAR,-,884.00,992.00,884.00,979.00,979.00,0.00,0.00,953.17,"81,879.00",902.00,"78,044,316.60",956,77.00,108.00,8.54,12.22,2.64,0.00,0.00,"1,097.90",252.20
93,HLBSL,-,889.90,889.90,868.00,887.50,887.50,0.00,0.00,876.33,"3,489.00",875.00,"3,057,499.90",33,12.50,21.90,1.43,2.52,1.26,953.11,953.37,"1,140.00",837.00
94,HLI,-,367.00,371.00,367.00,371.00,371.00,0.00,0.00,369.01,"44,697.00",369.90,"16,493,573.80",403,1.10,4.00,0.30,1.09,0.54,391.32,399.27,506.80,354.80
95,HLICF,-,9.00,9.18,9.00,9.10,9.10,0.00,0.00,9.06,"2,550.00",9.05,"23,093.00",18,0.05,0.18,0.55,2.00,0.48,0.00,0.00,10.00,8.74
96,HPPL,-,465.00,469.00,460.00,468.00,468.00,0.00,0.00,465.24,"35,668.00",461.00,"16,594,263.60",180,7.00,9.00,1.52,1.96,0.59,492.79,516.57,711.00,395.00
97,HRL,-,840.00,845.00,825.00,839.50,839.50,0.00,0.00,836.69,"116,151.00",831.10,"97,182,134.10","1,145",8.40,20.00,1.01,2.42,0.33,897.86,922.75,"1,156.00",762.10
98,HURJA,-,221.00,223.00,218.30,223.00,223.00,0.00,0.00,220.82,"37,302.00",219.90,"8,236,960.00",116,3.10,4.70,1.41,2.15,0.98,234.69,239.45,283.40,204.60
99,ICFC,-,639.00,640.00,628.20,629.20,629.20,0.00,0.00,631.58,"23,087.00",630.00,"14,581,255.80",91,-0.80,11.80,-0.13,1.88,-0.38,642.46,630.46,730.90,555.00
100,IGI,-,413.50,419.00,413.00,417.30,417.30,0.00,0.00,414.94,"11,783.00",414.00,"4,889,229.70",84,3.30,6.00,0.80,1.45,0.57,478.16,503.84,664.20,392.00
101,IHL,-,560.00,595.00,553.70,589.50,589.50,0.00,0.00,563.32,"27,507.00",565.00,"15,495,339.90",240,24.50,41.30,4.34,7.46,4.44,556.91,575.19,838.00,490.00
102,ILBS,-,990.80,"1,029.00",990.80,"1,025.10","1,025.10",0.00,0.00,"1,014.13","11,720.00","1,011.00","11,885,653.20",117,14.10,38.20,1.39,3.86,1.07,"1,081.94","1,018.39","1,311.00",795.20
103,ILI,-,436.00,440.00,435.60,438.30,438.30,0.00,0.00,438.11,"11,990.00",436.60,"5,252,949.70",365,1.70,4.40,0.39,1.01,0.04,452.93,454.54,530.00,405.00
104,JBBL,-,324.00,336.10,321.00,335.00,335.00,0.00,0.00,331.07,"157,183.00",323.00,"52,038,490.90",558,12.00,15.10,3.72,4.70,1.17,332.22,332.64,413.00,295.00
105,JBLB,-,"1,324.20","1,324.20","1,299.00","1,324.00","1,324.00",0.00,0.00,"1,319.32","14,938.00","1,298.33","19,707,963.60",329,25.67,25.20,1.98,1.94,0.35,"1,437.35","1,395.19","1,644.00","1,270.70"
106,JFL,-,411.00,411.00,403.00,408.00,408.00,0.00,0.00,406.20,"8,997.00",403.00,"3,654,626.30",77,5.00,8.00,1.24,1.99,0.44,455.32,465.49,775.00,395.00
107,JHAPA,-,"1,331.90","1,396.00","1,331.90","1,384.00","1,384.00",0.00,0.00,"1,373.25","34,752.00","1,359.00","47,723,067.40",552,25.00,64.10,1.84,4.81,0.78,0.00,0.00,"1,417.00",293.40
108,JOSHI,-,280.00,286.50,279.00,286.50,286.50,0.00,0.00,283.69,"48,092.00",280.80,"13,643,093.00",262,5.70,7.50,2.03,2.69,0.98,318.73,341.49,488.50,254.00
109,JSLBB,-,"1,156.00","1,185.00","1,150.00","1,173.00","1,173.00",0.00,0.00,"1,176.22",923.00,"1,177.00","1,085,652.50",21,-4.00,35.00,-0.34,3.04,-0.27,"1,245.87","1,298.77","1,860.40","1,059.00"
